geo_key,county_name,township_name,village_name,electoral_district_name,Agree,Disagree,valid_votes,invalid_votes,total_votes,electorate,emitted_votes,uncast_votes,remaining_votes,turnout_ratio
66000260005,臺中市,霧峰區,中正里,臺中市第02選區,390,641,1031,4,1035,1879,1035,0,844,55.08
66000260013,臺中市,霧峰區,五福里,臺中市第02選區,410,819,1229,17,1246,2512,1246,0,1266,49.6
66000260017,臺中市,霧峰區,六股里,臺中市第02選區,467,716,1183,17,1200,2203,1200,0,1003,54.47
66000260019,臺中市,霧峰區,北勢里,臺中市第02選區,261,840,1101,12,1113,1977,1113,0,864,56.3
66000260010,臺中市,霧峰區,北柳里,臺中市第02選區,740,1195,1935,25,1960,3831,1960,0,1871,51.16
66000260020,臺中市,霧峰區,南勢里,臺中市第02選區,207,396,603,5,608,1212,608,0,604,50.17
66000260011,臺中市,霧峰區,南柳里,臺中市第02選區,337,620,957,10,967,1828,967,0,861,52.9
66000260002,臺中市,霧峰區,吉峰里,臺中市第02選區,1597,2754,4351,33,4384,8853,4384,0,4469,49.52
66000260012,臺中市,霧峰區,四德里,臺中市第02選區,459,729,1188,11,1199,2381,1199,0,1182,50.36
66000260009,臺中市,霧峰區,坑口里,臺中市第02選區,476,935,1411,15,1426,2844,1426,0,1418,50.14
66000260016,臺中市,霧峰區,峰谷里,臺中市第02選區,181,382,563,4,567,1076,567,0,509,52.7
66000260008,臺中市,霧峰區,本堂里,臺中市第02選區,939,1896,2835,26,2861,5548,2861,0,2687,51.57
66000260004,臺中市,霧峰區,本鄉里,臺中市第02選區,435,730,1165,6,1171,2157,1171,0,986,54.29
66000260001,臺中市,霧峰區,桐林里,臺中市第02選區,186,429,615,1,616,1182,616,0,566,52.12
66000260003,臺中市,霧峰區,甲寅里,臺中市第02選區,799,1498,2297,27,2324,4639,2324,0,2315,50.1
66000260015,臺中市,霧峰區,舊正里,臺中市第02選區,318,613,931,11,942,1968,942,0,1026,47.87
66000260007,臺中市,霧峰區,萊園里,臺中市第02選區,197,297,494,9,503,964,503,0,461,52.18
66000260014,臺中市,霧峰區,萬豐里,臺中市第02選區,476,692,1168,10,1178,2481,1178,0,1303,47.48
66000260006,臺中市,霧峰區,錦榮里,臺中市第02選區,220,400,620,5,625,1238,625,0,613,50.48
NA,臺中市,霧峰區,NA,NA,9508,17261,26769,260,27029,52961,27029,0,25932,51.04
66000250008,臺中市,龍井區,三德里,臺中市第02選區,436,852,1288,12,1300,2730,1300,0,1430,47.62
66000250014,臺中市,龍井區,南寮里,臺中市第02選區,247,560,807,13,820,1373,820,0,553,59.72
66000250010,臺中市,龍井區,山腳里,臺中市第02選區,947,1829,2776,29,2805,5650,2805,0,2845,49.65
66000250009,臺中市,龍井區,忠和里,臺中市第02選區,835,1430,2265,30,2295,4557,2295,0,2262,50.36
66000250013,臺中市,龍井區,新庄里,臺中市第02選區,1023,1778,2801,34,2835,6031,2835,0,3196,47.01
66000250015,臺中市,龍井區,新東里,臺中市第02選區,832,1355,2187,23,2210,4661,2210,0,2451,47.41
66000250016,臺中市,龍井區,東海里,臺中市第02選區,1498,2674,4172,48,4220,8557,4220,0,4337,49.32
66000250004,臺中市,龍井區,田中里,臺中市第02選區,625,1356,1981,23,2004,3929,2004,0,1925,51.01
66000250005,臺中市,龍井區,福田里,臺中市第02選區,126,349,475,10,485,955,485,0,470,50.79
66000250001,臺中市,龍井區,竹坑里,臺中市第02選區,464,1129,1593,17,1610,3104,1610,0,1494,51.87
66000250006,臺中市,龍井區,麗水里,臺中市第02選區,250,862,1112,18,1130,2114,1130,0,984,53.45
66000250012,臺中市,龍井區,龍崗里,臺中市第02選區,429,977,1406,16,1422,2634,1422,0,1212,53.99
66000250002,臺中市,龍井區,龍東里,臺中市第02選區,403,1038,1441,17,1458,2966,1458,0,1508,49.16
66000250011,臺中市,龍井區,龍泉里,臺中市第02選區,1376,2617,3993,29,4022,8526,4022,0,4504,47.17
66000250007,臺中市,龍井區,龍津里,臺中市第02選區,764,1445,2209,36,2245,4676,2245,0,2431,48.01
66000250003,臺中市,龍井區,龍西里,臺中市第02選區,295,630,925,6,931,1740,931,0,809,53.51
NA,臺中市,龍井區,NA,NA,10550,20881,31431,361,31792,64203,31792,0,32411,49.52
